_name_,agent_hostname,cl_name,cl_role,collector_id,env,group_id,hostname,instance,job,mongodb_version,org_id,process_port,process_type,replica_state_name,rs_nm,rs_state,Value
mongodb_info,m0dr0cibxaz003,rs_d0cibx,shardsvr,m0dr0cibxaz003,uat_ngdc,68af193b72534c2bbdd9d526,m0dr0cibxaz003,m0dr0cibxaz003,CIBX_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,secondary,rs_d0cibx,2,1
mongodb_info,m0dr0bemaz003,rs_ddbem,shardsvr,m0dr0bemaz003,uat_ngdc,68bbf9ad03ddeee941291f1444,m0dr0bemaz003,m0dr0bemaz003,DBEM_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,primary,rs_ddbem,1,1
mongodb_info,m0dr0bemaz003,rs_ddbem,shardsvr,m0dr0bemaz003,uat_ngdc,68bbf9ad03ddeee941291f1444,m0dr0bemaz003,m0dr0bemaz003,DBEM_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,secondary,rs_ddbem,2,1
mongodb_info,m0dr0dtspaz003,rs_d0dtsp,shardsvr,m0dr0dtspaz003,uat_ngdc,68cbae35147d8c1cf7ad4152,m0dr0dtspaz003,m0dr0dtspaz003,DTSP_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,primary,rs_d0dtsp,1,1
mongodb_info,m0dr0dtspaz003,rs_d0dtsp,shardsvr,m0dr0dtspaz003,uat_ngdc,68cbae35147d8c1cf7ad4152,m0dr0dtspaz003,m0dr0dtspaz003,DTSP_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,secondary,rs_d0dtsp,2,1
mongodb_info,m0dr0edipaz003,rs_d0edip,shardsvr,m0dr0edipaz003,uat_ngdc,686c3860ba51083688fce037,m0dr0edipaz003,m0dr0edipaz003,EDIP_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,primary,rs_d0edip,1,1
mongodb_info,m0dr0edipaz003,rs_d0edip,shardsvr,m0dr0edipaz003,uat_ngdc,686c3860ba51083688fce037,m0dr0edipaz003,m0dr0edipaz003,EDIP_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,secondary,rs_d0edip,2,1
mongodb_info,m0dr0eiadaz003,rs_d0eiad,shardsvr,m0dr0eiadaz003,uat_ngdc,689aa89fec4036159ec37012,m0dr0eiadaz003,m0dr0eiadaz003,EIAD_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,primary,rs_d0eiad,1,1
mongodb_info,m0dr0eiadaz003,rs_d0eiad,shardsvr,m0dr0eiadaz003,uat_ngdc,689aa89fec4036159ec37012,m0dr0eiadaz003,m0dr0eiadaz003,EIAD_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,secondary,rs_d0eiad,2,1
mongodb_info,m0dr0emapaz003,rs_d0emap,shardsvr,m0dr0emapaz003,uat_ngdc,689655eb2095f82e7ea0d17f,m0dr0emapaz003,m0dr0emapaz003,EMAP_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,primary,rs_d0emap,1,1
mongodb_info,m0dr0emapaz003,rs_d0emap,shardsvr,m0dr0emapaz003,uat_ngdc,689655eb2095f82e7ea0d17f,m0dr0emapaz003,m0dr0emapaz003,EMAP_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,secondary,rs_d0emap,2,1
mongodb_info,m0dr0gmtsaz003,rs_d0gmts,shardsvr,m0dr0gmtsaz003,uat_ngdc,6847d0bfdd951754cdd2d00,m0dr0gmtsaz003,m0dr0gmtsaz003,GMTS_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,primary,rs_d0gmts,1,1
mongodb_info,m0dr0gmtsaz003,rs_d0gmts,shardsvr,m0dr0gmtsaz003,uat_ngdc,6847d0bfdd951754cdd2d00,m0dr0gmtsaz003,m0dr0gmtsaz003,GMTS_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,secondary,rs_d0gmts,2,1
mongodb_info,m0dr0iamxaz003,rs_d0iamx,shardsvr,m0dr0iamxaz003,uat_ngdc,68b53e66047ab60cbb800265,m0dr0iamxaz003,m0dr0iamxaz003,IAMX_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,primary,rs_d0iamx,1,1
mongodb_info,m0dr0iamxaz003,rs_d0iamx,shardsvr,m0dr0iamxaz003,uat_ngdc,68b53e66047ab60cbb800265,m0dr0iamxaz003,m0dr0iamxaz003,IAMX_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,secondary,rs_d0iamx,2,1
mongodb_info,m0dr0ordxaz003,rs_d0ordx,shardsvr,m0dr0ordxaz003,uat_ngdc,68b29d81047ab60cbb680dc3,m0dr0ordxaz003,m0dr0ordxaz003,ORDX_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,primary,rs_d0ordx,1,1
mongodb_info,m0dr0ordxaz003,rs_d0ordx,shardsvr,m0dr0ordxaz003,uat_ngdc,68b29d81047ab60cbb680dc3,m0dr0ordxaz003,m0dr0ordxaz003,ORDX_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,secondary,rs_d0ordx,2,1
mongodb_info,m0dr0upwfaz003,rs_d0upwf,shardsvr,m0dr0upwfaz003,uat_ngdc,68a95122944c377c428fb72,m0dr0upwfaz003,m0dr0upwfaz003,UPWF_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,primary,rs_d0upwf,1,1
mongodb_info,m0dr0upwfaz003,rs_d0upwf,shardsvr,m0dr0upwfaz003,uat_ngdc,68a95122944c377c428fb72,m0dr0upwfaz003,m0dr0upwfaz003,UPWF_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,secondary,rs_d0upwf,2,1
mongodb_info,m0dr1gltaz003,rs_d1glt,shardsvr,m0dr1gltaz003,uat_ngdc,68c2cb465992013b0dd17ba4,m0dr1gltaz003,m0dr1gltaz003,1GLT_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,primary,rs_d1glt,1,1
mongodb_info,m0dr1gltaz003,rs_d1glt,shardsvr,m0dr1gltaz003,uat_ngdc,68c2cb465992013b0dd17ba4,m0dr1gltaz003,m0dr1gltaz003,1GLT_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,secondary,rs_d1glt,2,1
mongodb_info,m0dralaccaz003,rs_d0alacc,shardsvr,m0dralaccaz003,uat_ngdc,68a85ea289ab7a2a30ffeee0,m0dralaccaz003,m0dralaccaz003,ALACC_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,primary,rs_d0alacc,1,1
mongodb_info,m0dralaccaz003,rs_d0alacc,shardsvr,m0dralaccaz003,uat_ngdc,68a85ea289ab7a2a30ffeee0,m0dralaccaz003,m0dralaccaz003,ALACC_DEV-mongo-metrics,8.0.19,679c18e93b3f86559e30edd7,29000,mongod,secondary,rs_d0alacc,2,1
