_name_,agent_hostname,description,env,exported_qmgr,hostname,instance,job,mq_namespace,platform,qmgr,cluster,Value
ibmmq_qmgr_command_server_status,gflcl0d5ea80612,-,UAT,UTCEOT01,mq4uatga1003,mq4uatga1003:9158,ibm-mq,ibmmq_uat,UNIX,UTCEOT01,,2
ibmmq_qmgr_command_server_status,gflcl0d5ea80612,-,UAT,UTMQ4U03,mq4uatga1003,mq4uatga1003:9160,ibm-mq,ibmmq_uat,UNIX,UTMQ4U03,,2
ibmmq_qmgr_command_server_status,gflcl0d5ea80612,-,UAT,UTMQTA02,mq4uatga1020,mq4uatga1020:9157,ibm-mq,ibmmq_uat,UNIX,UTMQTA02,,2
ibmmq_qmgr_command_server_status,gflcl0d5ea80612,-,UAT,UV1FT501,mq4uatst1002,mq4uatst1002:9157,ibm-mq,ibmmq_uat,UNIX,UV1FT501,,2
ibmmq_qmgr_command_server_status,gflcl0d5ea80612,-,UAT,UV1MMM01,mq4uatst1002,mq4uatst1002:9160,ibm-mq,ibmmq_uat,UNIX,UV1MMM01,,2
ibmmq_qmgr_command_server_status,gflcl0d5ea80612,-,UAT,UVALCOL01,mq4uatst1005,mq4uatst1005:9160,ibm-mq,ibmmq_uat,UNIX,UVALCOL01,,2
ibmmq_qmgr_command_server_status,gflcl0d5ea80612,-,UAT,UVCHCAP01,mq4uatst1005,mq4uatst1005:9158,ibm-mq,ibmmq_uat,UNIX,UVCHCAP01,,2
ibmmq_qmgr_command_server_status,gflcl0d5ea80612,-,UAT,UVMQU406,mq4uatst1005,mq4uatst1005:9158,ibm-mq,ibmmq_uat,UNIX,UVMQU406,,2
ibmmq_qmgr_command_server_status,gflcl0d5ea80612,-,UAT,UVMQU409,mq4uatst1002,mq4uatst1002:9160,ibm-mq,ibmmq_uat,UNIX,UVMQU409,,2
ibmmq_qmgr_command_server_status,gflcl0d5ea80612,-,UAT,UVMQTA01,mq4uatst1002,mq4uatst1002:9157,ibm-mq,ibmmq_uat,UNIX,UVMQTA01,,2
ibmmq_qmgr_command_server_status,gflcl0d5ea80612,-,UAT,UVMQTA03,mq4uatst1002,mq4uatst1002:9157,ibm-mq,ibmmq_uat,UNIX,UVMQTA03,,2
ibmmq_qmgr_command_server_status,gflcl0d5ea80612,Testing id permissions,UAT,EL4UR2L,mq4uatma1018,mq4uatma1018:9169,ibm-mq,ibmmq_uat,UNIX,EL4UR2L,,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UL9T,mq4prdma1017,mq4prdma1017:9168,ibm-mq,ibmmq_uat,UNIX,PL4UL9T,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UMGS,mq4prdma1017,mq4prdma1017:9165,ibm-mq,ibmmq_uat,UNIX,PL4UMGS,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UMGV,mq4prdga1019,mq4prdga1019:9168,ibm-mq,ibmmq_uat,UNIX,PL4UMGV,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UR1W,mq4prdma1017,mq4prdma1017:9168,ibm-mq,ibmmq_uat,UNIX,PL4UR1W,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UR2W,mq4prdga1019,mq4prdga1019:9167,ibm-mq,ibmmq_uat,UNIX,PL4UR2W,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UR4W,mq4prdga1019,mq4prdga1019:9169,ibm-mq,ibmmq_uat,UNIX,PL4UR4W,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UR5W,mq4prdma1018,mq4prdma1018:9169,ibm-mq,ibmmq_uat,UNIX,PL4UR5W,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UR6W,mq4prdga1020,mq4prdga1020:9168,ibm-mq,ibmmq_uat,UNIX,PL4UR6W,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4US2V,mq4prdga1020,mq4prdga1020:9167,ibm-mq,ibmmq_uat,UNIX,PL4US2V,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4US4V,mq4prdma1018,mq4prdma1018:9168,ibm-mq,ibmmq_uat,UNIX,PL4US4V,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4USWF,mq4prdga1019,mq4prdga1019:9170,ibm-mq,ibmmq_uat,UNIX,PL4USWF,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UT4T,mq4prdma1018,mq4prdma1018:9170,ibm-mq,ibmmq_uat,UNIX,PL4UT4T,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UWSLS,mq4prdga1019,mq4prdga1019:9171,ibm-mq,ibmmq_uat,UNIX,PL4UWSLS,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UX1V,mq4prdga1020,mq4prdga1020:9169,ibm-mq,ibmmq_uat,UNIX,PL4UX1V,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UX1W,mq4prdga1019,mq4prdga1019:9169,ibm-mq,ibmmq_uat,UNIX,PL4UX1W,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UX2W,mq4prdga1019,mq4prdga1019:9172,ibm-mq,ibmmq_uat,UNIX,PL4UX2W,global-ibmmq-prod-metrics,2
ibmmq_qmgr_command_server_status,gflcl2ed26d3062,-,PRODUCTION,PL4UX3V,mq4prdma1017,mq4prdma1017:9170,ibm-mq,ibmmq_uat,UNIX,PL4UX3V,global-ibmmq-prod-metrics,2
