__name__,agent_hostname,collector_id,env,instance,job,role_name,target_name,Value
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6280055_DANUXL6280DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6280062_DANUXL6280DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6280063_DANUXL6280DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6280071_DANUXL6280DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6280072_DANUXL6280DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6280073_DANUXL6280DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6280074_DANUXL6280DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6280081_DANUXL6280DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6280082_DANUXL6280DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6280083_DANUXL6280DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6280124_DANUXL6280DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6280125_DANUXL6280DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300033_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300034_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300035_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300036_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300037_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300038_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300039_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300040_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300045_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300050_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300113_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300114_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300118_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300120_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6300121_DANUXZ6300DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6310044_DANUXC6310DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6310056_DANUXC6310DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6310061_DANUXC6310DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6310062_DANUXC6310DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6310077_DANUXC6310DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6310082_DANUXC6310DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6310128_DANUXC6310DB01,2
oem_db_role,dmoor380c4a8086,dmoor380c4a8086,uat,dmoor380c4a8086:8586,oracle_oem_nonprod5,PHYSICAL STANDBY,U6310129_DANUXC6310DB01,2
